date,tomato,onion,potato,greenchilli
2016-08-30,18.2,24.2,24.6,54.0
2016-08-31,18.4,23.7,24.8,52.3
2016-09-01,17.5,23.4,24.1,51.3
2016-09-02,17.1,21.9,23.6,49.0
2016-09-03,15.7,22.8,23.0,48.5
2016-09-04,15.2,23.0,23.8,49.4
2016-09-05,15.2,22.9,24.2,47.5
2016-09-06,14.6,23.2,24.0,45.8
2016-09-07,14.0,23.4,24.1,44.4
2016-09-08,13.5,23.1,22.4,45.3
2016-09-09,14.4,23.3,22.0,44.1
2016-09-10,15.9,23.8,22.5,44.0
2016-09-11,15.2,22.7,21.1,44.9
2016-09-12,15.1,23.6,21.1,43.6
2016-09-13,15.3,22.7,21.5,38.9
2016-09-14,15.4,21.1,22.6,40.7
2016-09-15,14.9,20.7,21.9,38.7
2016-09-16,15.5,20.2,21.7,40.3
2016-09-17,15.6,20.0,22.6,43.5
2016-09-18,15.2,19.4,23.4,43.1
2016-09-19,13.9,20.3,23.9,43.4
2016-09-20,13.2,21.5,23.1,44.6
2016-09-21,13.1,21.7,21.6,44.6
2016-09-22,13.2,20.9,20.9,47.2
2016-09-23,12.8,21.2,19.4,44.0
2016-09-24,13.1,22.3,20.6,42.7
2016-09-25,12.7,21.2,21.3,39.7
2016-09-26,12.5,21.5,20.7,39.5
2016-09-27,13.6,20.2,20.0,40.3
2016-09-28,13.8,20.6,19.9,37.8
2016-09-29,14.6,19.9,21.3,34.4
2016-09-30,14.7,19.8,21.6,33.5
2016-10-01,14.4,18.6,21.8,30.1
2016-10-02,13.4,18.2,21.9,29.7
2016-10-03,14.4,16.8,20.7,31.0
2016-10-04,15.1,17.3,20.8,31.6
2016-10-05,13.6,18.8,19.2,30.6
2016-10-06,12.9,18.5,18.4,31.3
2016-10-07,13.0,19.3,16.7,34.3
2016-10-08,12.4,19.0,17.0,33.5
2016-10-09,12.0,18.6,15.7,34.8
2016-10-10,11.5,17.6,15.0,33.8
2016-10-11,11.3,17.3,13.5,35.2
2016-10-12,11.7,16.4,14.3,37.6
2016-10-13,11.0,14.6,13.8,38.2
2016-10-14,12.1,15.4,13.7,38.8
2016-10-15,11.2,16.2,14.3,34.0
2016-10-16,12.2,17.2,13.2,33.8
2016-10-17,12.0,18.2,13.0,32.7
2016-10-18,13.2,19.3,12.8,32.6
2016-10-19,11.6,19.4,12.2,33.7
2016-10-20,12.0,19.2,13.1,35.3
2016-10-21,12.3,18.7,12.3,36.5
2016-10-22,12.1,19.0,12.8,36.5
2016-10-23,12.2,19.6,12.6,35.9
2016-10-24,11.6,20.4,12.5,36.2
2016-10-25,12.1,18.8,13.7,35.6
2016-10-26,11.9,18.3,15.7,35.8
2016-10-27,12.0,19.3,15.1,37.0
2016-10-28,12.4,19.5,14.6,38.8
2016-10-29,13.8,20.2,15.0,39.1
2016-10-30,13.9,21.5,15.0,38.8
2016-10-31,13.5,21.7,14.5,38.2
2016-11-01,13.7,19.3,14.5,36.2
2016-11-02,12.6,19.1,15.9,34.4
2016-11-03,11.9,18.0,16.5,32.9
2016-11-04,12.4,17.2,16.8,32.3
2016-11-05,11.5,16.0,16.9,27.5
2016-11-06,11.7,16.9,14.9,26.8
2016-11-07,11.3,17.5,15.0,27.4
2016-11-08,11.9,17.1,15.7,29.0
2016-11-09,11.2,16.3,14.8,28.4
2016-11-10,10.7,16.7,14.6,26.3
2016-11-11,10.6,17.7,13.7,28.2
2016-11-12,11.2,17.8,14.5,30.8
2016-11-13,10.8,17.4,13.2,31.3
2016-11-14,10.4,16.2,12.1,31.7
2016-11-15,9.8,16.7,12.1,33.7
2016-11-16,9.9,15.5,12.7,35.1
2016-11-17,10.0,16.5,14.3,33.8
2016-11-18,9.7,15.9,14.2,30.8
2016-11-19,10.2,15.7,14.3,31.5
2016-11-20,9.8,16.0,15.0,32.0
2016-11-21,8.4,15.1,14.7,32.2
2016-11-22,8.9,15.6,14.4,32.4
2016-11-23,9.0,14.2,13.4,29.5
2016-11-24,9.6,13.6,12.7,29.9
2016-11-25,10.1,13.9,12.2,31.1
2016-11-26,10.0,13.8,12.3,29.7
2016-11-27,11.0,13.9,11.5,26.8
2016-11-28,11.3,15.2,10.7,27.7
2016-11-29,11.9,15.4,12.2,31.3
2016-11-30,11.8,16.0,12.6,29.6
2016-12-01,11.8,15.3,11.9,25.4
2016-12-02,12.2,15.3,12.0,23.4
2016-12-03,12.1,15.9,11.4,25.8
2016-12-04,12.9,17.1,12.3,28.4
2016-12-05,12.2,16.6,12.9,30.1
2016-12-06,12.3,15.3,12.3,26.8
2016-12-07,11.8,16.9,13.2,28.8
2016-12-08,11.0,16.3,14.1,28.1
2016-12-09,11.4,16.3,13.3,25.2
2016-12-10,11.4,17.4,14.0,24.8
2016-12-11,11.7,17.3,14.5,25.1
2016-12-12,11.6,16.5,13.1,22.0
2016-12-13,9.8,15.9,13.2,22.2
2016-12-14,9.5,15.7,10.5,22.5
2016-12-15,10.5,17.1,12.4,23.1
2016-12-16,11.2,17.1,12.1,24.3
2016-12-17,11.0,16.5,12.3,22.7
2016-12-18,11.6,15.5,12.7,23.7
2016-12-19,11.1,15.2,12.4,26.5
2016-12-20,10.6,12.7,12.6,23.5
2016-12-21,10.8,12.2,13.3,23.8
2016-12-22,11.0,13.6,12.8,25.2
2016-12-23,10.2,15.5,13.7,24.9
2016-12-24,11.6,15.6,14.1,25.0
2016-12-25,10.0,15.8,13.2,26.5
2016-12-26,9.7,16.3,12.3,26.2
2016-12-27,10.2,17.2,12.5,25.5
2016-12-28,10.8,17.2,11.3,29.1
2016-12-29,12.4,16.5,12.7,30.5
2016-12-30,12.2,16.8,12.2,25.9
2016-12-31,12.3,16.3,13.3,26.4
2017-01-01,12.4,15.9,13.2,27.3
2017-01-02,12.3,15.7,13.3,25.2
2017-01-03,11.9,15.2,13.4,24.6
2017-01-04,11.1,14.3,13.2,26.9
2017-01-05,11.5,14.1,13.7,27.4
2017-01-06,11.5,14.1,13.8,25.6
2017-01-07,12.2,14.3,13.1,25.3
2017-01-08,11.8,14.5,13.7,25.9
2017-01-09,12.0,14.7,14.2,27.3
2017-01-10,12.1,15.2,14.3,29.0
2017-01-11,12.0,16.2,13.2,29.7
2017-01-12,12.6,16.1,14.0,27.8
2017-01-13,12.2,16.4,15.0,29.5
2017-01-14,11.5,15.5,15.4,29.5
2017-01-15,12.0,14.6,14.4,31.2
2017-01-16,11.8,15.4,15.5,28.8
2017-01-17,12.5,16.0,15.0,30.3
2017-01-18,11.9,17.2,15.0,32.3
2017-01-19,11.6,15.6,14.7,34.0
2017-01-20,12.1,15.5,14.8,33.1
2017-01-21,11.6,14.6,14.1,32.8
2017-01-22,11.8,14.1,12.6,31.4
2017-01-23,10.8,14.8,13.9,30.9
2017-01-24,11.1,16.3,15.0,30.4
2017-01-25,11.6,16.5,15.4,30.1
2017-01-26,10.5,16.9,15.1,29.3
2017-01-27,10.0,16.0,15.7,28.5
2017-01-28,11.1,17.0,15.5,30.2
2017-01-29,11.2,19.5,15.3,25.8
2017-01-30,10.8,17.5,16.1,25.2
2017-01-31,10.1,16.2,16.6,23.6
2017-02-01,11.0,17.9,16.5,25.6
2017-02-02,10.4,19.1,15.5,26.1
2017-02-03,11.9,19.3,16.6,29.0
2017-02-04,12.5,19.5,16.7,29.9
2017-02-05,13.5,19.4,17.9,29.3
2017-02-06,13.4,20.1,18.2,31.4
2017-02-07,13.2,19.3,17.9,31.8
2017-02-08,12.9,17.7,17.6,31.2
2017-02-09,11.9,20.0,17.2,32.8
2017-02-10,11.6,19.6,18.2,30.7
2017-02-11,11.4,19.1,18.3,31.7
2017-02-12,10.2,19.8,18.0,33.2
2017-02-13,9.6,19.6,16.9,33.0
2017-02-14,9.1,19.0,18.0,31.7
2017-02-15,9.1,19.0,17.7,29.5
2017-02-16,9.1,19.5,16.8,28.0
2017-02-17,9.3,19.5,14.8,29.8
2017-02-18,9.7,20.0,15.2,30.3
2017-02-19,10.5,20.0,14.9,30.8
2017-02-20,10.4,20.0,14.2,29.7
2017-02-21,10.3,18.4,13.9,29.4
2017-02-22,11.3,16.6,14.2,30.0
2017-02-23,11.2,18.0,15.9,29.5
2017-02-24,11.0,18.4,16.1,31.3
2017-02-25,11.0,18.0,16.9,30.7
2017-02-26,11.1,17.5,18.1,31.9
2017-02-27,12.4,17.6,17.6,33.3
2017-02-28,13.2,16.3,16.0,32.6
2017-03-01,13.3,17.1,16.3,35.2
2017-03-02,13.3,17.6,17.4,34.7
2017-03-03,13.1,17.5,17.5,34.7
2017-03-04,12.6,18.2,17.7,33.8
2017-03-05,12.3,18.4,17.0,31.8
2017-03-06,12.3,17.6,17.0,32.1
2017-03-07,13.3,18.6,17.6,34.0
2017-03-08,13.3,19.8,18.5,33.0
2017-03-09,12.3,20.2,19.0,33.7
2017-03-10,12.3,21.2,19.8,37.3
2017-03-11,12.5,20.5,18.4,37.9
2017-03-12,13.2,21.0,19.1,38.2
2017-03-13,13.5,20.8,19.8,38.0
2017-03-14,13.9,18.8,18.8,40.3
2017-03-15,13.8,18.5,19.9,40.3
2017-03-16,14.6,17.8,19.3,38.0
2017-03-17,15.4,19.1,19.1,35.8
2017-03-18,14.4,20.7,17.8,33.7
2017-03-19,14.1,20.3,17.8,29.6
2017-03-20,13.3,20.7,17.5,30.0
2017-03-21,13.7,21.7,18.4,28.8
2017-03-22,14.3,22.8,18.9,29.7
2017-03-23,14.9,21.4,18.6,26.7
2017-03-24,14.7,23.1,19.3,28.1
2017-03-25,15.8,23.6,20.5,28.5
2017-03-26,16.1,25.0,19.8,29.0
2017-03-27,15.9,25.3,19.2,30.2
2017-03-28,15.1,25.5,19.3,31.3
2017-03-29,14.9,24.8,20.1,31.8
2017-03-30,14.0,25.6,20.8,34.2
2017-03-31,14.0,25.1,20.1,33.9
2017-04-01,14.8,23.4,21.2,37.3
2017-04-02,14.9,23.9,20.9,38.6
2017-04-03,14.9,23.9,20.2,37.4
2017-04-04,15.0,24.4,20.2,36.5
2017-04-05,15.1,24.7,22.3,38.4
2017-04-06,15.7,25.2,22.3,41.1
2017-04-07,16.2,25.0,20.5,41.7
2017-04-08,15.2,25.5,20.9,42.9
2017-04-09,15.9,28.1,20.9,41.4
2017-04-10,16.2,28.4,19.5,43.5
2017-04-11,16.0,26.5,18.5,45.6
2017-04-12,17.2,26.1,18.8,44.9
2017-04-13,16.2,26.4,19.2,44.1
2017-04-14,16.7,25.9,20.1,42.4
2017-04-15,16.8,25.3,19.2,42.8
2017-04-16,16.1,25.3,19.8,41.4
2017-04-17,15.5,24.4,20.8,42.3
2017-04-18,16.0,23.2,19.2,43.3
2017-04-19,16.5,23.4,19.4,41.0
2017-04-20,15.2,24.1,20.0,41.0
2017-04-21,15.5,22.8,20.8,40.5
2017-04-22,16.2,23.2,21.7,40.2
2017-04-23,16.4,24.4,21.5,42.1
2017-04-24,16.4,24.0,21.1,42.7
2017-04-25,15.7,24.8,21.8,44.4
2017-04-26,15.7,25.4,22.5,44.1
2017-04-27,15.0,24.2,23.2,42.6
2017-04-28,14.8,25.5,24.5,42.1
2017-04-29,16.0,26.5,24.3,43.3
2017-04-30,16.0,24.8,23.0,41.8
2017-05-01,16.1,25.7,24.5,41.4
2017-05-02,16.6,26.2,23.9,44.1
2017-05-03,17.0,25.8,23.9,43.9
2017-05-04,17.1,25.9,25.1,43.4
2017-05-05,17.3,26.6,25.2,42.0
2017-05-06,18.3,25.0,26.4,43.9
2017-05-07,19.2,25.0,25.9,44.9
2017-05-08,19.4,25.6,26.2,42.7
2017-05-09,19.4,24.1,26.1,44.5
2017-05-10,19.7,23.2,24.2,44.7
2017-05-11,19.2,22.8,23.2,43.8
2017-05-12,18.8,23.8,24.0,43.8
2017-05-13,20.6,24.4,24.3,46.0
2017-05-14,21.1,27.5,25.4,48.9
2017-05-15,21.3,26.6,24.3,48.3
2017-05-16,21.1,25.6,24.7,49.3
2017-05-17,20.2,26.7,23.4,48.9
2017-05-18,19.4,29.4,23.7,47.5
2017-05-19,19.3,28.6,24.3,45.2
2017-05-20,19.0,29.0,25.5,46.4
2017-05-21,18.9,29.2,26.2,50.1
2017-05-22,18.8,29.6,25.4,49.3
2017-05-23,18.6,27.4,25.3,50.7
2017-05-24,18.7,28.8,24.8,49.0
2017-05-25,19.4,28.7,26.6,47.1
2017-05-26,19.3,28.1,25.6,46.2
2017-05-27,19.2,27.2,25.7,47.5
2017-05-28,19.6,26.5,26.4,46.9
2017-05-29,19.4,26.1,25.5,43.6
2017-05-30,18.7,27.8,26.6,45.1
2017-05-31,17.5,28.4,28.3,42.7
2017-06-01,17.2,28.1,27.4,40.9
2017-06-02,17.6,28.6,26.1,42.1
2017-06-03,17.8,29.1,26.1,45.4
2017-06-04,18.6,29.0,26.4,46.5
2017-06-05,19.9,28.0,26.1,49.2
2017-06-06,20.4,29.1,26.2,48.5
2017-06-07,19.9,30.0,26.1,48.7
2017-06-08,20.0,31.3,26.2,47.2
2017-06-09,19.7,31.1,25.6,46.8
2017-06-10,20.1,31.8,25.0,47.5
2017-06-11,20.4,29.4,25.3,44.7
2017-06-12,19.0,28.5,24.9,45.4
2017-06-13,18.5,28.7,26.0,44.1
2017-06-14,18.9,29.4,25.6,43.7
2017-06-15,19.5,29.9,26.2,43.5
2017-06-16,19.2,29.6,26.6,40.8
2017-06-17,19.2,29.3,27.2,42.8
2017-06-18,18.9,28.5,26.0,41.8
2017-06-19,18.9,28.7,26.2,41.0
2017-06-20,19.3,28.4,24.8,45.5
2017-06-21,19.9,27.8,23.7,46.6
2017-06-22,19.8,28.0,25.1,45.9
2017-06-23,19.9,28.0,24.5,42.5
2017-06-24,19.8,29.1,25.2,41.4
2017-06-25,20.0,30.0,24.2,42.6
2017-06-26,20.0,30.7,24.3,41.5
2017-06-27,21.1,30.1,24.5,42.7
2017-06-28,19.8,29.6,24.9,43.0
2017-06-29,19.6,29.4,24.3,44.0
2017-06-30,18.6,29.4,24.8,44.0
2017-07-01,18.5,29.5,24.4,44.6
2017-07-02,18.8,28.0,24.1,42.4
2017-07-03,19.0,26.7,25.3,44.7
2017-07-04,18.8,26.7,26.5,45.2
2017-07-05,17.9,27.9,26.6,46.2
2017-07-06,18.7,29.0,27.0,44.8
2017-07-07,19.1,29.7,27.0,45.8
2017-07-08,19.9,28.1,27.3,46.3
2017-07-09,19.7,26.8,26.8,48.1
2017-07-10,19.2,25.5,25.7,47.1
2017-07-11,19.2,26.1,26.1,48.3
2017-07-12,19.4,25.7,25.3,50.6
2017-07-13,19.4,26.5,25.2,52.1
2017-07-14,18.4,25.4,24.0,52.2
2017-07-15,18.5,25.3,24.0,50.0
2017-07-16,18.4,26.6,24.6,49.3
2017-07-17,19.0,25.8,25.2,46.8
2017-07-18,19.1,24.9,24.4,47.7
2017-07-19,18.9,26.5,24.1,45.8
2017-07-20,18.9,28.4,24.6,45.5
2017-07-21,19.0,28.7,25.1,42.5
2017-07-22,18.8,28.0,25.3,43.6
2017-07-23,19.8,28.9,24.5,45.2
2017-07-24,19.1,27.6,24.8,42.4
2017-07-25,19.3,27.3,25.3,43.7
2017-07-26,19.7,26.4,24.6,43.3
2017-07-27,19.1,26.5,25.5,41.5
2017-07-28,19.5,26.0,26.1,44.1
2017-07-29,19.1,25.7,24.9,46.7
2017-07-30,20.3,25.9,25.4,47.0
2017-07-31,19.3,27.0,26.4,45.5
2017-08-01,20.1,26.5,24.9,45.6
2017-08-02,20.0,25.6,25.4,46.8
2017-08-03,19.7,25.3,24.9,48.4
2017-08-04,21.0,25.3,25.3,47.1
2017-08-05,20.2,25.4,25.0,43.7
2017-08-06,20.9,23.9,23.9,43.4
2017-08-07,20.1,23.7,24.6,44.7
2017-08-08,20.2,22.8,24.8,43.7
2017-08-09,20.4,24.4,24.1,44.7
2017-08-10,20.4,25.1,24.6,44.0
2017-08-11,20.4,25.6,23.7,45.2
2017-08-12,19.1,24.1,22.8,44.7
2017-08-13,19.6,24.5,22.9,43.0
2017-08-14,20.0,25.4,21.6,43.8
2017-08-15,19.3,23.8,20.8,44.4
2017-08-16,18.8,24.7,22.7,45.3
2017-08-17,17.5,24.7,23.1,47.4
2017-08-18,18.0,25.6,24.0,47.0
2017-08-19,18.4,23.8,23.2,46.3
2017-08-20,18.4,23.5,23.8,46.2
2017-08-21,18.3,24.5,23.7,46.6
2017-08-22,18.3,24.7,23.5,46.9
2017-08-23,18.6,25.3,23.4,45.1
2017-08-24,18.3,25.4,23.0,44.7
2017-08-25,18.3,26.7,22.6,44.6
2017-08-26,18.1,25.8,22.0,42.3
2017-08-27,17.0,25.7,20.5,43.0
2017-08-28,16.6,25.5,20.5,42.5
2017-08-29,16.7,25.0,19.0,42.2
2017-08-30,17.3,23.2,18.4,41.9
2017-08-31,17.8,22.5,19.5,42.3
2017-09-01,17.1,23.7,19.1,44.2
2017-09-02,17.3,22.8,18.8,41.6
2017-09-03,18.1,23.5,17.9,40.0
2017-09-04,17.6,25.4,18.4,40.8
2017-09-05,17.0,25.9,19.7,42.2
2017-09-06,15.9,24.9,19.1,41.9
2017-09-07,15.1,24.7,19.2,38.7
2017-09-08,15.7,25.3,19.9,40.1
2017-09-09,16.3,26.0,19.8,37.7
2017-09-10,16.0,25.1,20.1,35.3
2017-09-11,14.9,24.9,20.5,35.4
2017-09-12,14.1,23.7,19.9,36.5
2017-09-13,13.7,24.4,20.1,34.3
2017-09-14,13.5,24.0,21.2,33.8
2017-09-15,13.9,24.1,21.1,35.0
2017-09-16,14.1,23.3,19.0,33.9
2017-09-17,14.1,23.9,19.3,33.4
2017-09-18,13.7,22.5,19.3,36.0
2017-09-19,14.9,22.0,18.2,37.7
2017-09-20,15.2,23.0,18.9,39.5
2017-09-21,15.7,23.0,20.4,39.8
2017-09-22,16.4,24.8,19.3,41.5
2017-09-23,16.7,24.7,19.2,41.7
2017-09-24,17.4,24.3,19.0,42.4
2017-09-25,17.1,24.3,19.2,41.8
2017-09-26,17.8,24.5,19.6,41.4
2017-09-27,17.0,24.9,20.6,43.1
2017-09-28,17.1,25.5,21.1,41.3
2017-09-29,18.0,25.7,20.7,40.1
2017-09-30,19.1,25.7,19.9,38.9
2017-10-01,18.8,25.8,20.6,38.7
2017-10-02,18.1,23.9,20.6,37.7
2017-10-03,19.1,24.3,19.2,33.2
2017-10-04,18.8,21.9,19.3,31.4
2017-10-05,18.9,20.6,18.9,32.6
2017-10-06,17.3,19.7,18.7,31.4
2017-10-07,17.8,19.6,18.0,29.7
2017-10-08,17.3,19.2,18.5,26.4
2017-10-09,16.8,19.2,18.1,29.4
2017-10-10,16.3,19.5,19.4,28.9
2017-10-11,16.4,17.7,19.6,30.2
2017-10-12,15.3,17.4,18.4,31.4
2017-10-13,15.5,17.2,17.5,29.5
2017-10-14,14.9,19.1,17.2,28.3
2017-10-15,15.4,18.1,16.9,30.4
2017-10-16,15.3,17.6,18.5,29.2
2017-10-17,14.3,16.4,18.5,29.4
2017-10-18,13.2,16.2,19.6,31.6
2017-10-19,13.2,15.8,19.2,30.6
2017-10-20,12.7,16.2,19.9,27.9
2017-10-21,12.3,15.8,19.5,29.3
2017-10-22,13.3,17.2,18.6,31.2
2017-10-23,13.7,18.3,19.5,34.5
2017-10-24,14.5,17.6,19.9,32.2
2017-10-25,14.6,19.3,19.9,31.1
2017-10-26,15.0,19.4,18.6,31.0
2017-10-27,15.0,19.6,18.9,30.0
2017-10-28,13.9,19.4,19.0,31.2
2017-10-29,13.2,19.5,18.5,32.8
2017-10-30,13.6,19.2,18.6,31.6
2017-10-31,12.7,18.3,18.5,29.9
2017-11-01,13.3,18.0,17.1,30.3
2017-11-02,12.6,17.8,17.0,28.3
2017-11-03,12.3,18.7,17.8,26.9
2017-11-04,12.5,19.2,15.8,25.6
2017-11-05,12.8,18.3,15.3,25.8
2017-11-06,12.7,17.8,14.8,25.7
2017-11-07,13.5,17.3,15.1,27.2
2017-11-08,12.7,15.5,14.6,27.4
2017-11-09,12.5,14.1,14.1,26.4
2017-11-10,12.3,14.1,14.5,26.9
2017-11-11,12.4,15.5,14.2,24.6
2017-11-12,11.9,15.6,14.6,25.1
2017-11-13,12.6,15.2,14.2,27.0
2017-11-14,12.2,15.2,14.6,24.1
2017-11-15,11.2,15.8,15.1,24.8
2017-11-16,10.9,14.6,15.9,23.3
2017-11-17,11.1,15.1,15.4,21.9
2017-11-18,10.3,15.3,15.2,23.9
2017-11-19,9.9,15.1,15.5,22.0
2017-11-20,10.7,14.5,16.0,21.6
2017-11-21,9.7,14.6,15.7,23.6
2017-11-22,9.6,15.6,14.4,23.4
2017-11-23,8.9,17.7,15.3,25.5
2017-11-24,9.0,16.1,14.6,26.5
2017-11-25,9.3,15.3,14.4,27.5
2017-11-26,9.8,16.1,15.4,26.4
2017-11-27,9.9,15.9,16.0,27.7
2017-11-28,10.1,16.8,15.9,28.6
2017-11-29,11.1,16.4,16.7,26.8
2017-11-30,11.4,15.9,16.3,25.3
2017-12-01,11.2,14.7,16.4,27.7
2017-12-02,11.6,14.3,15.0,28.3
2017-12-03,11.6,15.2,14.9,29.5
2017-12-04,12.4,14.4,15.1,29.7
2017-12-05,11.8,13.5,14.9,30.9
2017-12-06,11.6,13.1,15.0,31.2
2017-12-07,12.3,13.6,14.4,31.9
2017-12-08,11.9,13.1,14.0,34.0
2017-12-09,12.2,14.4,13.1,33.3
2017-12-10,12.3,13.8,14.8,33.3
2017-12-11,12.3,15.1,13.8,30.4
2017-12-12,12.1,15.1,14.0,30.0
2017-12-13,11.5,15.1,14.6,26.9
2017-12-14,11.7,15.0,14.1,27.0
2017-12-15,11.3,15.7,14.8,29.3
2017-12-16,12.8,16.0,13.3,27.3
2017-12-17,12.7,15.9,14.6,25.8
2017-12-18,12.1,15.7,13.6,26.0
2017-12-19,11.3,15.7,13.8,25.6
2017-12-20,11.6,15.9,12.5,25.1
2017-12-21,11.3,16.2,13.0,26.6
2017-12-22,11.8,16.0,13.4,26.3
2017-12-23,12.7,16.6,13.5,26.5
2017-12-24,12.8,17.1,12.6,27.5
2017-12-25,12.5,17.2,13.2,27.7
2017-12-26,12.5,16.2,13.6,24.6
2017-12-27,11.5,16.6,13.6,24.2
2017-12-28,11.0,15.4,14.0,25.8
2017-12-29,10.7,15.1,13.8,25.8
2017-12-30,10.5,15.0,14.4,25.9
2017-12-31,9.9,15.0,14.8,26.4
2018-01-01,9.7,14.9,14.9,25.3
2018-01-02,9.6,15.7,15.0,23.1
2018-01-03,9.1,15.2,13.0,23.0
2018-01-04,8.1,16.7,12.6,23.4
2018-01-05,8.2,16.1,12.7,24.9
2018-01-06,9.3,17.0,12.9,26.9
2018-01-07,10.0,17.7,14.1,29.2
2018-01-08,10.3,16.3,14.3,30.1
2018-01-09,9.5,16.1,13.7,27.9
2018-01-10,9.1,16.5,14.1,30.5
2018-01-11,10.3,17.1,14.2,29.9
2018-01-12,11.5,17.0,13.6,28.6
2018-01-13,12.4,16.1,14.5,28.3
2018-01-14,11.6,16.3,14.7,25.6
2018-01-15,10.4,15.1,15.6,29.5
2018-01-16,10.8,15.3,15.7,29.6
2018-01-17,10.3,16.0,16.2,28.8
2018-01-18,11.0,16.7,16.0,25.4
2018-01-19,11.0,17.4,15.5,22.1
2018-01-20,11.3,17.9,15.7,24.7
2018-01-21,11.1,17.9,17.3,27.8
2018-01-22,9.8,18.2,16.4,28.6
2018-01-23,9.9,17.2,16.4,28.1
2018-01-24,10.2,18.3,15.6,27.3
2018-01-25,11.1,18.7,16.2,27.6
2018-01-26,10.8,17.7,15.8,30.2
2018-01-27,10.2,18.8,15.6,29.7
2018-01-28,10.1,17.6,14.3,30.0
2018-01-29,10.3,19.3,14.8,32.1
2018-01-30,9.6,19.5,14.6,31.1
2018-01-31,9.8,19.8,14.2,28.5
2018-02-01,10.1,20.3,14.5,26.5
2018-02-02,9.4,21.3,14.4,26.6
2018-02-03,10.1,21.9,14.6,28.9
2018-02-04,10.8,21.4,14.1,30.6
2018-02-05,10.9,21.0,15.7,30.8
2018-02-06,11.6,22.2,16.0,30.3
2018-02-07,12.2,21.3,16.1,29.0
2018-02-08,12.2,21.3,16.4,27.0
2018-02-09,11.6,20.9,15.0,27.7
2018-02-10,11.4,21.3,14.6,27.9
2018-02-11,12.2,21.1,15.4,28.4
2018-02-12,11.4,20.8,15.4,28.0
2018-02-13,12.4,20.9,14.9,27.3
2018-02-14,13.1,20.6,15.3,28.8
2018-02-15,13.2,20.3,15.5,31.4
2018-02-16,12.6,20.4,17.1,32.6
2018-02-17,12.0,19.7,17.9,33.5
2018-02-18,13.0,19.1,18.5,33.1
2018-02-19,13.7,20.0,17.0,33.9
2018-02-20,14.1,19.5,16.6,33.0
2018-02-21,14.5,19.0,18.0,34.8
2018-02-22,14.6,19.7,17.4,35.4
2018-02-23,14.2,19.5,17.5,33.6
2018-02-24,14.6,18.4,18.0,34.3
2018-02-25,13.7,17.9,18.1,32.6
2018-02-26,14.0,18.3,18.6,33.8
2018-02-27,13.2,17.0,18.6,32.5
2018-02-28,12.5,17.9,19.4,33.0
2018-03-01,12.5,17.9,19.7,31.9
2018-03-02,12.9,18.2,19.4,31.5
2018-03-03,12.1,18.5,19.2,31.3
2018-03-04,12.6,19.4,21.0,34.5
2018-03-05,12.7,18.4,21.2,33.6
2018-03-06,14.4,18.6,20.8,33.8
2018-03-07,14.2,18.2,21.0,35.4
2018-03-08,13.7,19.6,21.3,36.0
2018-03-09,14.8,19.4,22.0,36.3
2018-03-10,14.5,20.5,21.7,35.0
2018-03-11,14.4,21.0,23.2,34.3
2018-03-12,14.0,21.2,23.4,36.0
2018-03-13,14.5,21.8,21.8,38.0
2018-03-14,16.0,22.0,21.8,37.9
2018-03-15,15.3,21.7,21.5,38.5
2018-03-16,15.7,21.9,21.7,38.6
2018-03-17,15.9,20.1,22.0,39.1
2018-03-18,15.9,21.7,20.3,41.5
2018-03-19,14.7,21.9,19.8,42.2
2018-03-20,15.3,21.2,20.0,39.7
2018-03-21,15.8,22.0,19.5,42.5
2018-03-22,15.0,21.8,18.3,40.8
2018-03-23,14.1,20.5,18.1,40.3
2018-03-24,13.8,20.2,19.4,42.1
2018-03-25,14.3,22.9,19.6,41.0
2018-03-26,13.5,23.6,19.3,39.5
2018-03-27,12.4,23.0,20.7,37.6
2018-03-28,13.2,22.0,22.7,38.9
2018-03-29,13.5,22.1,22.3,37.4
2018-03-30,14.7,22.5,22.3,37.4
2018-03-31,14.3,21.2,21.4,38.6
2018-04-01,14.3,21.3,21.8,42.1
2018-04-02,13.3,20.3,22.9,46.0
2018-04-03,14.1,22.7,23.8,44.4
2018-04-04,14.6,23.6,23.2,45.1
2018-04-05,14.7,22.8,23.7,45.8
2018-04-06,14.8,24.0,22.9,44.7
2018-04-07,16.1,23.3,22.0,46.5
2018-04-08,16.0,23.9,22.8,48.9
2018-04-09,15.4,23.5,22.8,47.7
2018-04-10,16.5,23.8,23.7,47.4
2018-04-11,16.0,23.8,23.0,46.6
2018-04-12,16.2,24.1,23.3,43.7
2018-04-13,17.6,24.9,24.8,42.3
2018-04-14,16.8,24.4,27.0,41.8
2018-04-15,16.3,24.4,26.6,38.3
2018-04-16,17.0,25.0,26.3,40.8
2018-04-17,16.9,26.7,25.8,40.0
2018-04-18,17.2,24.9,26.5,42.8
2018-04-19,16.1,24.9,26.7,42.2
2018-04-20,17.4,24.7,27.9,45.7
2018-04-21,16.6,27.0,27.5,44.1
2018-04-22,16.5,26.4,26.6,45.2
2018-04-23,17.3,27.5,25.6,45.6
2018-04-24,16.6,27.9,25.7,45.5
2018-04-25,15.9,26.4,26.0,46.9
2018-04-26,17.2,26.8,24.6,44.3
2018-04-27,17.3,25.7,25.0,42.4
2018-04-28,18.1,26.7,23.6,43.6
